router,type,owner,chassis,pop,address,city,state,clli_code,isis_interface,adj_router,adj_router_type,adj_router_owner,adj_router_chassis,adj_interface,bandwidth_kbps
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae20,SCR1.TCS2,SCR,GBLX,7750-SR-12,ae2,20000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae7,SDR1.DEN1,SDR,GBLX,7750-SR-12e,ae14,200000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae2,SDR2.LAX1,SDR,GBLX,7750-SR-12e,ae2,300000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae1,SDR2.PHX1,SDR,GBLX,7750-SR-12e,ae1,300000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae8,SDR3.PHX1,SDR,GBLX,MX10004,ae1.0,400000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae27,VAR1.AMR2,VAR,TWTC-JUNIPER,MX10003,ae20.0,100000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae26,VPE1.PHX1,VPE,GBLX,MX960,ae0.0,40000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3014,VRR41.PHX1,VRR,GBLX,VRR,em0.0,10000000
SDR1.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3015,VVR41.PHX1,VVR,GBLX,VRR,em0.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae7,ELP1-CR1,CR,TWTC-JUNIPER,MX960,ae1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3022,ERR41.PHX1,ERR,GBLX,VRR,em1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3023,ERR42.PHX1,ERR,GBLX,VRR,em1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae19,ESP1.PHX1,ESP,GBLX,7750-SR-12,ae1,30000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae10,ESP11.PHX1,ESP,GBLX,7750-SR-12,ae2,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae16,ESP2.PHX1,ESP,GBLX,7750-SR-12,ae17,20000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae21,EVCR2.PHX1,EVCR,GBLX,7750-SR-12,ae1,20000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae6,MAR1.PHX1,MAR,GBLX,M120,ae5.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-9/1/4.0,MRP1.PHX1,MRP,GBLX,MX104,xe-2/0/1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae15,NR3.PHX1,NR,GBLX,MX104,ae1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae12,PR5.PHX1,PR,GBLX,MX104,ae1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae13,PR6.PHX1,PR,GBLX,MX104,ae1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae24,SCR1.ELP1,SCR,GBLX,MX10003,ae1.0,100000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae23,SCR2.SDG1,SCR,GBLX,MX10003,ae1.0,100000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae11,SDR1.HOU2,SDR,GBLX,7750-SR-12e,ae2,300000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae1,SDR1.PHX1,SDR,GBLX,7750-SR-12e,ae1,300000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae3,SDR4.PHX1,SDR,GBLX,MX10004,ae1.0,400000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,ae22,VPE2.PHX1,VPE,GBLX,MX960,ae0.0,40000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3024,VRR41.PHX1,VRR,GBLX,VRR,em1.0,10000000
SDR2.PHX1,SDR,GBLX,7750-SR-12e,PHX1,801 S 16TH ST,PHOENIX,ARIZONA,PHNBAZCF,xe-8/1/4.3025,VVR41.PHX1,VVR,GBLX,VRR,em1.0,10000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae11.0,ESP21.PHX1,ESP,GBLX,7750-SR-12,ae4,100000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae10.0,PHX1-CR1,CR,TWTC-JUNIPER,MX960,ae10.0,30000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,SDR1.PHX1,SDR,GBLX,7750-SR-12e,ae8,400000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.0,SDR4.LAX1,SDR,GBLX,MX10004,ae2.0,1200000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae0.0,SDR4.PHX1,SDR,GBLX,MX10004,ae0.0,3200000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae4.0,SDR5.DEN1,SDR,GBLX,MX10004,ae4.0,1200000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae12.0,VAR1.PHX4,VAR,TWTC-JUNIPER,MX960,ae22.0,100000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae3.0,VAR2.PHX4,VAR,TWTC-JUNIPER,MX960,ae22.0,100000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae5.0,VAR3.PHX4,VAR,TWTC-JUNIPER,MX10004,ae20.0,800000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae7.0,VAR31.PHX2,VAR,TWTC-JUNIPER,MX304,ae20.0,400000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae13.0,VAR31.PHX5,VAR,TWTC-JUNIPER,MX304,ae20.0,400000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae8.0,VAR31.PHX57,VAR,TWTC-JUNIPER,MX304,ae20.0,400000000
SDR3.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae6.0,VAR4.PHX4,VAR,TWTC-JUNIPER,MX10004,ae20.0,800000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae10.0,ESP21.PHX1,ESP,GBLX,7750-SR-12,ae5,100000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae9.0,PHX1-CR2,CR,TWTC-JUNIPER,MX960,ae9.0,30000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae4.0,SDR1.SAT1,SDR,GBLX,MX10004,ae4.0,1200000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,SDR2.PHX1,SDR,GBLX,7750-SR-12e,ae3,400000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae0.0,SDR3.PHX1,SDR,GBLX,MX10004,ae0.0,3200000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae3.0,SDR6.DAL1,SDR,GBLX,MX10004,ae3.0,1200000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae11.0,VAR1.PHX4,VAR,TWTC-JUNIPER,MX960,ae23.0,100000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.0,VAR2.PHX4,VAR,TWTC-JUNIPER,MX960,ae23.0,100000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae5.0,VAR3.PHX4,VAR,TWTC-JUNIPER,MX10004,ae21.0,800000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae7.0,VAR32.PHX2,VAR,TWTC-JUNIPER,MX304,ae21.0,400000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae13.0,VAR32.PHX5,VAR,TWTC-JUNIPER,MX304,ae21.0,400000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae8.0,VAR32.PHX57,VAR,TWTC-JUNIPER,MX304,ae21.0,400000000
SDR4.PHX1,SDR,GBLX,MX10004,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae6.0,VAR4.PHX4,VAR,TWTC-JUNIPER,MX10004,ae21.0,800000000
VPE1.PHX1,VPE,GBLX,MX960,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae0.0,SDR1.PHX1,SDR,GBLX,7750-SR-12e,ae26,40000000
VPE1.PHX1,VPE,GBLX,MX960,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,VPE2.PHX1,VPE,GBLX,MX960,ae1.0,40000000
VPE2.PHX1,VPE,GBLX,MX960,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae0.0,SDR2.PHX1,SDR,GBLX,7750-SR-12e,ae22,40000000
VPE2.PHX1,VPE,GBLX,MX960,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,VPE1.PHX1,VPE,GBLX,MX960,ae1.0,40000000
VVR41.PHX1,VVR,GBLX,VRR,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,em0.0,SDR1.PHX1,SDR,GBLX,7750-SR-12e,xe-8/1/4.3015,10000000
VVR41.PHX1,VVR,GBLX,VRR,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,em1.0,SDR2.PHX1,SDR,GBLX,7750-SR-12e,xe-8/1/4.3025,10000000
BEAR1.PHX1,BEAR,L3,7950-XRS-20,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.2,EBR1.PHX1,EBR,L3,PTX10008,ae4.2,1000000000
BEAR1.PHX1,BEAR,L3,7950-XRS-20,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae24.24,EBR2.PHX1,EBR,L3,PTX10008,ae3.24,1000000000
BEAR2.PHX1,BEAR,L3,7950-XRS-20,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae24.24,EBR1.PHX1,EBR,L3,PTX10008,ae3.24,1000000000
BEAR2.PHX1,BEAR,L3,7950-XRS-20,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.5,EBR2.PHX1,EBR,L3,PTX10008,ae5.5,900000000
EAR1.PHX1,EAR,L3,7750-SR-12,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae4.4,EBR1.PHX1,EBR,L3,PTX10008,ae8.4,40000000
EAR1.PHX1,EAR,L3,7750-SR-12,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae5.5,EBR2.PHX1,EBR,L3,PTX10008,ae8.5,40000000
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae4.2,BEAR1.PHX1,BEAR,L3,7950-XRS-20,ae2.2,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae3.24,BEAR2.PHX1,BEAR,L3,7950-XRS-20,ae24.24,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae12.3513,EAR1.AQQ6,EAR,L3,7750-SR-2s,ae1.3513,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae11.3511,EAR1.MCA1,EAR,L3,7750-SR-2s,ae1.3511,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae8.4,EAR1.PHX1,EAR,L3,7750-SR-12,ae4.4,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae6.3505,EAR1.SAT1,EAR,L3,7750-SR-2s,ae1.3505,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae13.3515,EAR1.TCS2,EAR,L3,7750-SR-2s,ae1.3515,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae7.7,EBR2.LAX1,EBR,L3,PTX10008,ae7.7,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,EBR2.PHX1,EBR,L3,PTX10008,ae1.0,3300000000
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.3501,EDGE2.PHX1,EDGE,L3,PTX10008,ae1.3501,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae10.3504,EDGE3.PHX1,EDGE,L3,PTX10008,ae1.3504,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,et-0/0/5.3011,ERR1.PHX1,ERR,L3,VRR,em0.0,null
EBR1.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,et-0/0/5.3012,ERR2.PHX1,ERR,L3,VRR,em0.0,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae4.4,BAR2.SDG1,BAR,L3,MX960,ae2.4,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae3.24,BEAR1.PHX1,BEAR,L3,7950-XRS-20,ae24.24,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae5.5,BEAR2.PHX1,BEAR,L3,7950-XRS-20,ae2.5,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae9.3603,EAR1.AUS1,EAR,L3,7750-SR-2s,ae1.3603,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae8.5,EAR1.PHX1,EAR,L3,7750-SR-12,ae5.5,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae13.3602,EAR2.SDG1,EAR,L3,7750-SR-2s,ae2.3602,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.0,EBR1.PHX1,EBR,L3,PTX10008,ae1.0,3300000000
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae6.6,EBR2.DAL1,EBR,L3,PTX10008,ae2.6,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.3601,EDGE2.PHX1,EDGE,L3,PTX10008,ae2.3601,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae10.3604,EDGE3.PHX1,EDGE,L3,PTX10008,ae2.3604,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,et-0/0/5.3021,ERR1.PHX1,ERR,L3,VRR,em1.0,null
EBR2.PHX1,EBR,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,et-0/0/5.3022,ERR2.PHX1,ERR,L3,VRR,em1.0,null
EDGE2.PHX1,EDGE,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.3501,EBR1.PHX1,EBR,L3,PTX10008,ae2.3501,null
EDGE2.PHX1,EDGE,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.3601,EBR2.PHX1,EBR,L3,PTX10008,ae2.3601,null
EDGE3.PHX1,EDGE,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae1.3504,EBR1.PHX1,EBR,L3,PTX10008,ae10.3504,null
EDGE3.PHX1,EDGE,L3,PTX10008,PHX1,811 S 16TH ST,PHOENIX,ARIZONA,PHNDAZ91,ae2.3604,EBR2.PHX1,EBR,L3,PTX10008,ae10.3604,null
PHN-EDGE-05,EDGE,QCC,M320,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae3.0,PHN-PCOR-04,PCOR,QCC,MX960,ae8.0,20000000
PHN-EDGE-05,EDGE,QCC,M320,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae2.0,PHN-PCOR-05,PCOR,QCC,MX960,ae8.0,20000000
PHN-EDGE-08,EDGE,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae0.0,PHN-PCOR-04,PCOR,QCC,MX960,ae0.0,100000000
PHN-EDGE-08,EDGE,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae1.0,PHN-PCOR-05,PCOR,QCC,MX960,ae0.0,100000000
PHN-EDGE-08,EDGE,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ge-5/2/1.0,PHN-RDBR-01,RDBR,QCC,ASR1006,GigabitEthernet0/0/0,1000000
PHN-ISEC-01,ISEC,QCC,MX480,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae0.902,PHN-PRIV-20,PRIV,QCC,7750-SR-12,lag-7:902.*,null
PHN-PBRR-01,PBRR,QCC,ASR1004,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,TenGigabitEthernet1/0/0,PHN-PBRR-02,PBRR,QCC,ASR1004,TenGigabitEthernet1/0/0,10000000
PHN-PBRR-01,PBRR,QCC,ASR1004,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,TenGigabitEthernet0/0/0,PHN-PCOR-04,PCOR,QCC,MX960,xe-0/2/3.0,10000000
PHN-PBRR-02,PBRR,QCC,ASR1004,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,TenGigabitEthernet1/0/0,PHN-PBRR-01,PBRR,QCC,ASR1004,TenGigabitEthernet1/0/0,10000000
PHN-PBRR-02,PBRR,QCC,ASR1004,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,TenGigabitEthernet0/0/0,PHN-PCOR-05,PCOR,QCC,MX960,xe-0/2/3.0,10000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae8.0,PHN-EDGE-05,EDGE,QCC,M320,ae3.0,20000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae0.0,PHN-EDGE-08,EDGE,QCC,MX960,ae0.0,100000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae3.0,PHN-PCOR-05,PCOR,QCC,MX960,ae3.0,160000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae6.0,PHN-PRIV-20,PRIV,QCC,7750-SR-12,ae2,20000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae7.0,PHN-VSMR-03,VSMR,QCC,MX480,ae3.0,20000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae14.0,PHN2-EDGE-02,EDGE,QCC,MX480,ae4.0,80000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae15.0,PHN4-PCOR-20,PCOR,QCC,7950-XRS-40,ae1,200000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae4.0,PHV-EDGE-05,EDGE,QCC,MX480,ae1.0,20000000
PHN-PCOR-04,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae2.0,SCD-EDGE-02,EDGE,QCC,MX480,ae1.0,140000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae8.0,PHN-EDGE-05,EDGE,QCC,M320,ae2.0,20000000
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae0.0,PHN-EDGE-08,EDGE,QCC,MX960,ae1.0,100000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae3.0,PHN-PCOR-04,PCOR,QCC,MX960,ae3.0,160000000
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae6.0,PHN-PRIV-20,PRIV,QCC,7750-SR-12,ae3,20000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae7.0,PHN-VSMR-04,VSMR,QCC,MX480,ae3.0,20000000
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae14.0,PHN2-EDGE-02,EDGE,QCC,MX480,ae5.0,80000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae15.0,PHN4-PCOR-21,PCOR,QCC,7950-XRS-40,ae1,200000000
,,,,,,,,,,,,,,,
PHN-PCOR-05,PCOR,QCC,MX960,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae2.0,SCD-EDGE-02,EDGE,QCC,MX480,ae2.0,140000000
,,,,,,,,,,,,,,,
PHN-PRIV-20,PRIV,QCC,7750-SR-12,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,lag-7:902.*,PHN-ISEC-01,ISEC,QCC,MX480,ae0.902,20000000
PHN-PRIV-20,PRIV,QCC,7750-SR-12,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae2,PHN-PCOR-04,PCOR,QCC,MX960,ae6.0,20000000
PHN-PRIV-20,PRIV,QCC,7750-SR-12,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae3,PHN-PCOR-05,PCOR,QCC,MX960,ae6.0,20000000
PHN-PRIV-21,PRIV,QCC,7750-SR-12,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae1,PHN-PCOR-04,PCOR,QCC,MX960,ae12.0,10000000
PHN-PRIV-21,PRIV,QCC,7750-SR-12,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae2,PHN-PCOR-05,PCOR,QCC,MX960,ae12.0,10000000
PHN-SVCS-10,SVCS,QCC,MX480,PHN,2120 N CENTRAL AVE,PHOENIX,ARIZONA,PHNXAZUI,ae0.0,PHN-PCOR-04,PCOR,QCC,MX960,ae1.0,10000000
