network,type,router,software,chassis,clli_code
AS209,DSL-GW,SPOK-DSL-GW08.SPOK.QWEST.NET,19.4R3-S3.3,MX480,SPKNWA01
AS3549,SCR,SCR2.TMP1,16.0.R20,7750-SR-12,TAMRFLWS
AS209,DSL-GW,EUG2-DSL-GW05.EUG2.QWEST.NET,12.2(33)SB13,C10008,EUGNOR53
AS209,PCOR,NLR-PCOR-02,18.2R3-S8.5,MX960,NLRKARGP
AS3549,VAR,VAR31.LAS5,22.4R3-S6.5,MX304,ETRPNVMA
AS209,DSL-GW,SXFL-DSL-GW13.SXFL.QWEST.NET,19.4R3-S3.3,MX480,SXFLSDNW
AS3549,SCR,SCR2.IND1,16.0.R20,7750-SR-12,IPLUIN19
AS3549,SCR,SCR2.TOR1,21.4R3-S8.4,MX10003,TORVONRF
AS209,EDGE,IAH-EDGE-19,21.2R3-S3.5,MX960,HSTSTXJV
AS3549,SDR,SDR2.DEN1,16.0.R20,7750-SR-12e,DNVTCO56
AS3549,ER,WCH1-ER1,19.1R2-S3,MX960,WCHUKSHH
AS3549,ES,DEN4-ES31,23.4R2-S3.10-EVO,ACX7100-32C,DNVRCO26
AS209,PRIV,FTW-PRIV-14,6.7.3[Default],ASR9K,FTWQTXFH
AS3549,PR,PR8.LAX1,21.2R3-S9.20,MX480,LSANCARC
AS209,DSL-GW,COSP-DSL-GW11.COSP.QWEST.NET,19.4R3-S3.3,MX480,CLSPCOMA
AS3549,SCR,SCR4.PHI1,16.0.R20,7750-SR-12e,PHLBPAPU
AS3549,VAR,VAR2.WDC5,21.4R3-S8.4,MX10003,HRNDVAIZ
AS3549,PR,PR7.CHI1,11.4R11.4,M120,CHCGILCN
AS209,EDGE,OMH-EDGE-10,21.2R3-S3.5,MX960,OMAHNEKG
AS209,DSL-GW,BOID-DSL-GW15.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS3549,AR,BGM1-AR4,14.1R8.6,M120,BNGHNYHN
AS3549,AR,HAR1-AR1,19.1R2-S3,MX960,HRBGPAGU
AS3549,VAR,VAR2.NWO3,21.4R3-S8.4,MX10003,MTRELANJ
AS3549,ES,LAX16-ES31,23.4R2-S3.10-EVO,ACX7100-32C,ELSGCABS
AS209,DSL-GW,SLCY-DSL-GW13.SLCY.QWEST.NET,19.4R3-S3.3,MX480,SLKDUTUY
AS209,PRIV,IPL-PRIV-13,6.7.3[Default],ASR9K,IPLXINIF
AS209,PRIV,IAH-PRIV-13,6.7.3[Default],ASR9K,HSTSTXJV
AS3549,SCR,SCR3.MIA1,21.2R3-S9.20,MX960,MIATFLAD
AS209,DSL-GW,HLRN-DSL-GW04.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS209,PRIV,CER-PRIV-18,6.7.3[Default],ASR9K,CHCGILDT
AS3549,VAR,VAR31.PHX57,22.4R3-S6.5,MX304,TEMPAZBQ
AS3549,VAR,VAR1.JAN2,21.4R3-S8.4,MX10003,JCSNMS91
AS3549,AR,AR3.TPA1,11.4R11.4,M120,TAMQFLTA
AS3549,VAR,VAR31.NWR2,22.4R3-S6.5,MX304,SCCSNJ69
AS3549,AR,DAL1-AR5,19.1R2-S3,MX960,DLLFTXFQ
AS209,PRIV,LWC-PRIV-13,6.7.3[Default],ASR9K,LWCTOHAP
AS209,VIRR,SLC2-VIRR-02,23.4R2-S4.11,VRR,SLKDUTUY
AS3549,VAR,VAR1.SPF3,21.4R3-S8.4,MX10003,SPFDMOSF
AS3549,SCR,SCR1.MIN2,16.0.R20,7750-SR-12,MPLSMNCD
AS209,DSL-GW,PHN4-DSL-GW10.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS3549,PR,PR1.ATL1,11.4R8.4,MX80,ATLNGAQS
AS3549,ES,LAS7-ES1,20.2X4.1,ACX5448,LSVLNV94
AS3549,AR,DAY1-AR4,21.2R3-S9.20,MX480,DYTNOHKT
AS3549,VAR,VAR32.CHI97,22.4R3-S6.5,MX304,CHCLILWI
AS209,PRIV,JFK-PRIV-16,6.7.3[Default],ASR9K,NYCMNYZR
AS209,EDGE,EWS3-EDGE-01,21.2R3-S3.5,MX960,NWRKNJMD
AS209,PRIV,DES-PRIV-11,6.7.3[Default],ASR9K,DESMIADT
AS209,EDGE,CLE-EDGE-02,21.2R3-S9.20,MX480,CLEYOHDH
AS209,PCOR,VAN-PCOR-02,15.1F6-S6.4,MX480,VANCBCHC
AS209,SVCS,FRP-SVCS-10,15.1F6-S6.4,MX480,FRPKGACX
AS209,DSL-GW,PHN4-DSL-GW06.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS3549,AR,IND1-AR4,19.1R2-S3,MX480,IPLTINSD
AS3549,ES,ATL2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,ATLNGAMQ
AS209,DSL-GW,ALBQ-DSL-GW51.ALBQ.QWEST.NET,19.4R3-S3.3,MX480,ALBQNMPC
AS3549,SCR,SCR1.STL1,16.0.R20,7750-SR-12,STLVMOSJ
AS3549,SCR,SCR2.TUS1,16.0.R20,7750-SR-12e,TUSTCAFT
AS3549,AR,MSP2-AR2,21.2R3-S9.20,MX480,MPLSMNCD
AS209,DSL-GW,PTLD-DSL-GW51.PTLD.QWEST.NET,19.4R3-S3.3,MX480,PTLDOR61
AS3549,ES,NYC6-ES1,20.2X4.1,ACX5448,NYCPNYYK
AS209,PRIV,SLC2-PRIV-12,6.7.3[Default],ASR9K,SLKDUTUY
AS3549,ER,LIT1-ER1,15.1F5-S7.1,MX480,LTRKARGG
AS3549,VAR,VAR2.TAL1,21.2R3-S9.20,MX480,TLHSFLPW
AS209,AGW,TCSO-AGW2,21.2R3-S3.5,MX960,TCSNAZ64
AS3549,VAR,VAR3.PHX4,22.4R3-S6.5,MX10004,PHNDAZ91
AS209,PRIV,DVR3-PRIV-22,16.0.R15,7750-SR-12,DNVRCOMA
AS3549,SCR,SCR2.FRS1,21.4R3-S8.4,MX10003,FRSMCA15
AS209,DSL-GW,SLCY-DSL-GW15.SLCY.QWEST.NET,19.4R3-S3.3,MX480,SLKDUTUY
AS3549,VAR,VAR32.SJO49,22.4R3-S6.5,MX304,SNVACABB
AS3549,AR,SAT1-AR1,19.1R2-S3,MX960,SNANTX91
AS3549,VAR,VAR1.TAL1,21.2R3-S9.20,MX480,TLHSFLPW
AS3549,VAR,VAR31.ASH2,22.4R3-S6.5,MX304,RSTNVA14
AS209,PRIV,DCA-PRIV-16,6.7.3[Default],ASR9K,WASIDCRG
AS209,EDGE,HLR-EDGE-09,21.2R3-S3.5,MX960,HLRNCOFP
AS3549,AR,AR2.NYC1,15.1F5-S5.5,MX960,NYCMNY83
AS3549,SCR,SCR2.DET1,16.0.R20,7750-SR-12,SFLDMIOL
AS3549,ES,CHI97-ES31,23.4R2-S3.10-EVO,ACX7100-32C,CHCLILWI
AS3549,CR,LAX1-CR2,18.2R3-S8.5,MX960,LSANCARC
AS209,SVCS,LOS-SVCS-10,15.1F6-S6.4,MX480,LSANCAJW
AS3549,SDR,SDR1.WDC1,16.0.R20,7750-SR-12e,MCLNVA23
AS3549,AR,COS1-AR4,15.1F5-S7.1,MX480,CLSPCO11
AS209,PBRR,SXF-PBRR-01,03.10.05.S,ASR1004,SXFLSDNW
AS3549,AR,ABY1-AR3,14.1R8.6,M120,COLNNYEJ
AS209,AGW,STPL-AGW2,21.2R3-S9.20,MX2010,STPLMNMK
AS209,PRIV,CER-PRIV-17,6.7.3[Default],ASR9K,CHCGILDT
AS3549,ES,NWR2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,SCCSNJ69
AS3549,AR,NYC6-AR3,21.2R3-S9.21,MX104,NYCPNYYK
AS209,EDGE,FRP-EDGE-08,21.2R3-S3.5,MX960,FRPKGACX
AS209,SVCS,TCS-SVCS-10,15.1F6-S6.4,MX480,TCSNAZ64
AS3549,PR,PR4.WDC2,11.4R11.4,M120,WASHDC29
AS3549,AR,NWO1-AR3,19.1R2-S3,MX480,NWORLAMO
AS209,PRIV,LWC-PRIV-12,6.7.3[Default],ASR9K,LWCTOHAP
AS209,VSMR,TKW-VSMR-02,15.2(20150409:165346) [v152_4_s4_ctl_es_throttle-srapuru-v152_4_S4-es 203],7609,TKWLWALL
AS3549,AR,SLO1-AR2,14.1R8.6,M120,SNLOCAFK
AS209,DSL-GW,PHN4-DSL-GW05.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,DSL-GW,COSP-DSL-GW12.COSP.QWEST.NET,19.4R3-S3.3,MX480,CLSPCOMA
AS209,DSL-GW,SPOK-DSL-GW10.SPOK.QWEST.NET,21.2R3-S9.20,MX480,SPKNWA01
AS3549,SCR,SCR1.TCS2,16.0.R20,7750-SR-12,TCSMAZSJ
AS3549,ES,MSP1-ES1,20.2X4.1,ACX5448,MNNTMNIC
AS3549,VAR,VAR4.CHI11,22.4R3-S6.5,MX10004,CHCTILWC
AS209,PRIV,ABQ-PRIV-12,6.7.3[Default],ASR9K,ALBQNMPC
AS3549,SCR,SCR1.CSP2,21.4R3-S8.4,MX10003,CLSPCO11
AS3549,ES,NYC2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,NYCMNY83
AS3549,ES,NYC2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,NYCMNY83
AS209,PRIV,HLR-PRIV-13,6.7.3[Default],ASR9K,HLRNCOFP
AS3549,AR,REN1-AR1,21.2R3-S9.21,MX104,RENPNVAR
AS3549,SCR,SCR2.LVG1,21.4R3-S8.4,MX10003,NLVGNVBV
AS3549,ES,MSP1-ES2,20.2X4.1,ACX5448,MNNTMNIC
AS3549,AR,ORL1-AR3,14.1R8.6,M120,ORLFFLHX
AS3356,EBR,EBR1.LAX1,22.4R3-S6.5,PTX10008,LSANCA54
AS3549,CR,LCH1-CR2,15.1F5-S8,MX480,LKCHLAWU
AS209,PRIV,RCR-PRIV-13,6.7.3[Default],ASR9K,RCRDCAHL
AS209,PCOR,FTM-PCOR-02,18.2R3-S8.5,MX960,FTMYFLXA
AS3549,SCR,SCR3.CIN1,21.4R3-S8.4,MX10003,CNCNOHBV
AS209,EDGE,IAH-EDGE-18,21.2R3-S3.5,MX960,HSTSTXJV
AS209,PBRR,SXF-PBRR-02,03.10.05.S,ASR1004,SXFLSDNW
AS209,PRIV,KCM-PRIV-16,6.7.3[Default],ASR9K,KSCAMO96
AS3549,AR,SEA4-AR3,21.2R3-S9.21,MX104,STTLWA06
AS3549,VAR,VAR31.SJO49,22.4R3-S6.5,MX304,SNVACABB
AS209,PBRR,STC2-PBRR-02,03.10.05.S,ASR1004,STCDMNTO
AS3549,SCR,SCR2.RCS2,16.0.R20,7750-SR-12,ROCHNYEH
AS3356,EDGE,EDGE1.NWR1,11.4R8.4,M120,NWRKNJMD
AS3549,AR,HOU1-AR3,14.1R8.6,M320,HSTOTX42
AS209,PCOR,BUR-PCOR-04,18.2R3-S8.5,MX960,BRBNCACG
AS209,EDGE,TOR-EDGE-01,21.2R3-S3.5,MX480,SSVLONAA
AS209,PBRR,SXC2-PBRR-01,03.10.05.S,ASR1004,SXCYIADT
AS209,PRIV,CHR-PRIV-15,6.7.3[Default],ASR9K,CHRONCJS
AS209,PRIV,MMP-PRIV-13,6.7.3[Default],ASR9K,MMPHTN08
AS209,AGW,FTMY-AGW1,21.2R3-S9.20,MX2010,FTMYFLXA
AS209,PCOR,IPL-PCOR-06,18.2R3-S8.5,MX960,IPLXINIF
AS209,PBRR,SEA-PBRR-02,03.10.05.S,ASR1004,STTLWAWB
AS209,DSL-GW,STPL-DSL-GW27.STPL.QWEST.NET,21.2R3-S9.20,MX480,STPLMNMK
AS209,EDGE,SXF-EDGE-07,21.2R3-S3.5,MX480,SXFLSDNW
AS209,SVCS,HLR-SVCS-11,15.1F6-S6.4,MX960,HLRNCOFP
AS3549,SCR,SCR1.FRS1,21.4R3-S8.4,MX10003,FRSMCA15
AS209,DSL-GW,OMAH-DSL-GW22.OMAH.QWEST.NET,19.4R3-S3.3,MX480,OMAHNEKG
AS3549,CR,OAK1-CR1,15.1F5-S8,MX960,OKLDCAEB
AS209,SVCS,SPK2-SVCS-10,15.1F6-S6.4,MX480,SPKNWA01
AS209,DSL-GW,PHN4-DSL-GW04.PHN4.QWEST.NET,21.2R3-S9.20,MX480,PHNXAZNE
AS3549,CR,PHX1-CR2,15.1F5-S8,MX960,PHNZAZDM
AS3549,VAR,VAR3.LAX5,22.4R3-S6.5,MX10004,LSANCA54
AS3549,VAR,VAR1.BTR2,21.2R3-S9.20,MX480,BTRGLA71
AS209,PCOR,PHL-PCOR-04,18.2R3-S8.5,MX960,PHLAPA03
AS209,PRIV,BUR-PRIV-13,6.7.3[Default],ASR9K,BRBNCACG
AS209,EDGE,DCA-EDGE-23,21.2R3-S9.20,MX960,WASIDCRG
AS3549,CR,LOU1-CR1,15.1F5-S8,MX960,LSVLKY18
AS209,EDGE,SNJ-EDGE-07,21.2R3-S3.5,MX2010,SNJUCACL
AS3549,AR,CMH2-AR3,21.2R3-S9.20,MX480,CLMCOHIB
AS209,PRIV,SYD-PRIV-20,16.0.R15,7750-SR-7,SYDNAUBR
AS3549,VAR,VAR32.CHI10,22.4R3-S6.5,MX304,CHCGILDT
AS3549,SCR,SCR2.HON1,21.4R3-S8.4,MX10003,MLUAHIAK
AS209,PRIV,MIN5-PRIV-13,6.7.3[Default],ASR9K,STPLMNMK
AS3549,CR,PHX1-CR1,15.1F5-S8,MX960,PHNZAZDM
AS3549,VAR,VAR32.CHI2,22.4R3-S6.5,MX304,CHCGILDT
AS3549,PR,PR5.CLE1,11.4R11.4,M120,CLEVOHIB
AS3549,SCR,SCR2.MIN2,16.0.R20,7750-SR-12,MPLSMNCD
AS209,PCOR,CLE-PCOR-04,18.2R3-S8.5,MX960,CLEYOHDH
AS209,PCOR,CHY2-PCOR-03,21.4R3-S8.4,MX10003,CHYNWYMA
AS209,PCOR,EUG2-PCOR-02,18.2R3-S8.5,MX960,EUGNOR53
AS3549,CR,NSH1-CR1,15.1F5-S8,MX960,NSVOTNAO
AS3549,VAR,VAR32.LAS5,22.4R3-S6.5,MX304,ETRPNVMA
AS209,PCOR,VAN-PCOR-01,15.1F6-S6.4,MX480,VANCBCHC
AS3549,VAR,VAR4.NWR1,22.4R3-S6.5,MX10004,NWRKNJMD
AS3549,SCR,SCR1.MEM1,21.4R3-S8.4,MX10003,MMPKTNVZ
AS3549,CR,DAY1-CR1,15.1F5-S8,MX960,DYTNOHKT
AS209,EDGE,EUG2-EDGE-01,21.2R3-S9.20,MX960,EUGNOR53
AS3549,SCR,SCR1.CLT2,16.0.R20,7750-SR-12e,CHRMNC72
AS3549,ES,GJT2-ES1,20.2X4.1,ACX5448,GDJTCOIA
AS3549,AR,ABQ3-AR1,21.2R3-S9.20,MX960,ALBQNMPC
AS3549,SCR,SCR1.RCS2,16.0.R20,7750-SR-12,ROCHNYEH
AS209,PRIV,CHC-PRIV-13,6.7.3[Default],ASR9K,CHCGILMQ
AS3549,ES,HOU3-ES2,20.2X4.1,ACX5448,HSTNTXGI
AS209,PRIV,JFK2-PRIV-13,6.7.3[Default],ASR9K,NYCMNYAA
AS209,PRIV,IAH-PRIV-14,6.7.3[Default],ASR9K,HSTSTXJV
AS209,SVCS,DES-SVCS-10,15.1F6-S6.4,MX480,DESMIADT
AS209,EDGE,FTW-EDGE-03,21.2R3-S3.5,MX960,FTWQTXFH
AS209,PCOR,FRP-PCOR-21,16.0.R20,7950-XRS-40,FRPKGACX
AS3549,SCR,SCR1.WDC111,16.0.R20,7750-SR-12,ASBNVAMG
AS3549,ESP,ESP3.WDC1,16.0.R15,7750-SR-12,MCLNVA23
AS209,PCOR,TUK-PCOR-20,16.0.R20,7950-XRS-20,TKWLWALL
AS209,SVCS,SVL-SVCS-10,15.1F6-S6.4,MX480,SNVACAHZ
AS3356,EBR,EBR1.WDC111,22.4R3-S6.5,PTX10008,ASBNVAMG
AS3549,CR,ELP1-CR2,18.2R3-S8.5,MX960,ELPSTX98
AS209,PCOR,SVL-PCOR-21,16.0.R20,7950-XRS-20,SNVACAHZ
AS3549,CR,CNC1-CR2,15.1F5-S8,MX480,CNCNOHRN
AS3549,SDR,SDR1.OAK1,16.0.R20,7750-SR-12e,EMVLCA04
AS209,PBRR,SPK2-PBRR-01,03.10.05.S,ASR1004,SPKNWA01
AS3549,VAR,VAR3.TAL1,21.4R3-S8.4,MX10003,TLHSFLPW
AS209,DSL-GW,HLRN-DSL-GW95.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,PR,PR4.LAX1,10.0S27.2,M10i,LSANCARC
AS209,VIRR,CHR-VIRR-01,23.4R2-S4.11,VRR,CHRONCJS
AS3549,AR,NSH1-AR3,19.1R2-S3,MX480,NSVOTNAO
AS3549,ES,KSC2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,KSCYMOAV
AS3549,ER,DEN1-ER51,21.2R3-S9.21,MX104,AURSCOFW
AS3549,SDR,SDR2.NVL1,16.0.R20,7750-SR-12e,NSVMTN17
AS209,DSL-GW,PHN4-DSL-GW03.PHN4.QWEST.NET,21.2R3-S9.20,MX480,PHNXAZNE
AS209,SVCS,MIN5-SVCS-11,15.1F6-S6.4,MX480,STPLMNMK
AS209,PCOR,IAH-PCOR-04,18.2R3-S8.5,MX960,HSTSTXJV
AS209,PCOR,PHN-PCOR-04,18.2R3-S8.5,MX960,PHNXAZUI
AS209,DSL-GW,SLCY-DSL-GW03.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,DSL-GW,DESM-DSL-GW26.DESM.QWEST.NET,19.4R3-S3.3,MX480,DESMIADT
AS209,DSL-GW,HLRN-DSL-GW86.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,PRIV,HLN2-PRIV-11,6.7.3[Default],ASR9K,HLNAMTMA
AS209,PCOR,EUG2-PCOR-01,18.2R3-S8.5,MX960,EUGNOR53
AS209,PCOR,DVN-PCOR-03,21.4R3-S8.4,MX10003,BTNDIAUT
AS3549,CR,BHM1-CR2,15.1F5-S8,MX960,BRHMAL06
AS209,PRIV,BST-PRIV-14,6.7.3[Default],ASR9K,BSTPMALL
AS209,DSL-GW,HLRN-DSL-GW87.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,CR,FTW1-CR2,21.2R3-S9.20,MX960,FTWOTXFO
AS3549,VAR,VAR1.DSM1,21.4R3-S8.4,MX960,DESMIADT
AS3549,VAR,VAR32.SJC1,22.4R3-S6.5,MX304,SNJUCACL
AS3549,ES,SEA5-ES2,20.2X4.1,ACX5448,STTNWAHO
AS209,DSL-GW,PHN4-DSL-GW02.PHN4.QWEST.NET,21.2R3-S9.20,MX480,PHNXAZNE
AS3549,VAR,VAR4.KSC6,22.4R3-S6.5,MX10004,KSCBMOVS
AS209,PBRR,SXC2-PBRR-02,03.10.05.S,ASR1004,SXCYIADT
AS3549,CR,FTW1-CR1,21.2R3-S9.20,MX960,FTWOTXFO
AS209,DSL-GW,PHN4-DSL-GW07.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,SVCS,IAH-SVCS-10,15.1F6-S6.4,MX480,HSTSTXJV
AS209,PCOR,TUK-PCOR-21,16.0.R20,7950-XRS-20,TKWLWALL
AS3549,CR,MSP2-CR1,15.1F5-S8,MX480,MPLSMNCD
AS209,PCOR,IAH-PCOR-03,18.2R3-S8.5,MX960,HSTSTXJV
AS3549,CR,IRV1-CR1,18.2R3-S8.5,MX960,IRVECAJT
AS209,VIRR,BST-VIRR-01,23.4R2-S4.11,VRR,BSTPMALL
AS3549,PR,PR6.PHI1,21.2R3-S9.21,MX104,PHLBPAPU
AS3549,CR,FRS1-CR2,15.1F5-S8,MX960,FRSNCAVV
AS3549,PR,PR4.NWR1,21.2R3-S9.21,MX104,NWRKNJMD
AS3549,CR,NWO1-CR1,15.1F5-S8,MX960,NWORLAMO
AS3549,ES,KSC6-ES2,20.2X4.1,ACX5448,KSCBMOVS
AS209,PRIV,CHC-PRIV-15,6.7.3[Default],ASR9K,CHCGILMQ
AS209,DSL-GW,SLCY-DSL-GW11.SLCY.QWEST.NET,19.4R3-S3.3,MX480,SLKDUTUY
AS3549,CR,ONT1-CR1,15.1F5-S8,MX480,ONTRCAFX
AS3549,CR,IND1-CR1,15.1F5-S8,MX960,IPLTINSD
AS209,PCOR,JFK-PCOR-05,18.2R3-S8.5,MX960,NYCMNYZR
AS3549,CR,BLT1-CR2,15.1F5-S8,MX960,BLTMMDDN
AS209,DSL-GW,PTLD-DSL-GW48.PTLD.QWEST.NET,19.4R3-S3.3,MX480,PTLDOR61
AS3549,MAR,MAR1.SEA1,11.4R8.4,M120,STTLWAWB
AS209,PRIV,FTW-PRIV-13,6.7.3[Default],ASR9K,FTWQTXFH
AS209,AGW,OMAH-AGW2,21.2R3-S9.20,MX960,OMAHNEKG
AS3356,EBR,EBR2.SEA1,22.4R3.23-EVO,PTX10008,STTNWAHO
AS209,VIRR,PHN4-VIRR-01,23.4R2-S4.11,VRR,PHNXAZNE
AS209,VIRR,HLR-VIRR-02,23.4R2-S4.11,VRR,HLRNCOFP
AS3549,AR,BWG1-AR1,21.2R3-S9.21,MX104,BWLGKYKU
AS209,DSL-GW,OMAH-DSL-GW26.OMAH.QWEST.NET,21.2R3-S9.20,MX480,OMAHNEKG
AS3549,VAR,VAR3.NWR1,22.4R3-S6.5,MX10004,NWRKNJMD
AS209,DSL-GW,ALBQ-DSL-GW52.ALBQ.QWEST.NET,19.4R3-S3.3,MX480,ALBQNMPC
AS3549,VAR,VAR4.PHX4,22.4R3-S6.5,MX10004,PHNDAZ91
AS3549,ES,ATL12-ES2,20.2X4.1,ACX5448,ATLDGAUY
AS3356,EBR,EBR3.NYC6,22.4R3-S6.5,PTX10008,NYCPNYYK
AS3549,SDR,SDR1.NVL1,16.0.R20,7750-SR-12e,NSVMTN17
AS3549,CR,LEX1-CR2,15.1F5-S8,MX480,LXTNKY21
AS3549,SCR,SCR2.MLW8,21.4R3-S8.4,MX10003,MILXWIIX
AS209,PRIV,PHN4-PRIV-11,6.7.3[Default],ASR9K,PHNXAZNE
AS3549,CR,SAT1-CR2,15.1F5-S8,MX480,SNANTX91
AS209,SVCS,JFK-SVCS-10,15.1F6-S6.4,MX480,NYCMNYZR
AS209,VIRR,IAH-VIRR-02,23.4R2-S4.11,VRR,HSTSTXJV
AS3549,SDR,SDR4.CHI2,21.4R3-S8.4,MX10008,CHCTILWC
AS209,PCOR,SXC2-PCOR-04,21.4R3-S8.4,MX10003,SXCYIADT
AS209,DSL-GW,PHN4-DSL-GW09.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS3549,AR,CSG1-AR1,21.2R3-S9.21,MX104,CLMBGAED
AS3356,EBR,EBR1.ATL1,23.10.R6,7950-XRS-20,ATLNGAHP
AS209,DSL-GW,SLCY-DSL-GW20.SLCY.QWEST.NET,19.4R3-S3.3,MX480,SLKDUTUY
AS209,DSL-GW,SLCY-DSL-GW14.SLCY.QWEST.NET,19.4R3-S3.3,MX480,SLKDUTUY
AS3549,AR,OAK1-AR4,14.1R8.6,M120,OKLDCAEB
AS3549,CR,COS1-CR2,15.1F5-S8,MX480,CLSPCO11
AS3549,SCR,SCR2.WDC111,16.0.R20,7750-SR-12,ASBNVAMG
AS3549,AR,LIT1-AR2,19.1R2-S3,MX480,LTRKARGG
AS209,PRIV,CDR2-PRIV-11,6.7.3[Default],ASR9K,CDRRIADT
AS209,DSL-GW,HLRN-DSL-GW09.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS3549,VAR,VAR2.JAN2,21.4R3-S8.4,MX10003,JCSNMS91
AS3549,VAR,VAR1.RAL1,21.4R3-S8.4,MX10003,RLGHNCJV
AS209,PRIV,NWO-PRIV-11,6.7.3[Default],ASR9K,NWORLAPO
AS209,VIRR,SVL-VIRR-02,23.4R2-S4.11,VRR,SNVACAHZ
AS209,PCOR,STC2-PCOR-01,18.2R3-S8.5,MX960,STCDMNTO
AS3549,VAR,VAR2.MON1,21.4R3-S8.4,MX10003,LCHNPQEQ
AS209,PBRR,SEA-PBRR-01,03.10.05.S,ASR1004,STTLWAWB
AS3549,ES,CMH1-ES2,20.2X4.1,ACX5448,CLMDOH44
AS209,SVCS,SNJ-SVCS-10,15.1F6-S6.4,MX480,SNJUCACL
AS209,DSL-GW,COSP-DSL-GW06.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,DSL-GW,PHN4-DSL-GW08.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,DSL-GW,TCSO-DSL-GW30.TCSO.QWEST.NET,19.4R3-S3.3,MX480,TCSNAZ64
AS209,DSL-GW,COSP-DSL-GW01.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,DSL-GW,STC2-DSL-GW03.STC2.QWEST.NET,19.4R3-S3.3,MX480,STCDMNTO
AS209,VIRR,SLC2-VIRR-01,23.4R2-S4.11,VRR,SLKDUTUY
AS3549,VAR,VAR4.MSP1,22.4R3-S6.5,MX10004,MNNTMNIC
AS209,DSL-GW,SPOK-DSL-GW07.SPOK.QWEST.NET,19.4R3-S3.3,MX480,SPKNWA01
AS209,DSL-GW,RSTR-DSL-GW14.RSTR.QWEST.NET,19.4R3-S3.3,MX480,ROCHMNRO
AS3549,CR,COS1-CR1,15.1F5-S8,MX480,CLSPCO11
AS3549,VAR,VAR4.DAL5,22.4R3-S6.5,MX10004,DLLATX37
AS3549,ER,ELP1-ER1,15.1F5-S7.1,MX480,ELPSTX98
AS3549,MAR,MAR2.WDC1,11.4R8.4,M120,MCLNVA23
AS3549,SDR,SDR4.NYC6,21.4R3-S8.4,MX10008,NYCPNYYK
AS3549,VAR,VAR3.NSH6,22.4R3-S6.5,MX10004,NSVMTN17
AS3549,VAR,VAR4.SAT5,22.4R3-S6.5,MX10004,SNAQTXKY
AS3549,SDR,SDR2.HOU2,16.0.R20,7750-SR-12e,HSTGTX05
AS3549,VAR,VAR2.MCA1,21.4R3-S8.4,MX10003,MCAMTXKN
AS3549,CR,KSC1-CR2,15.1F5-S8,MX960,KSCYMOMC
AS209,PBRR,TCS-PBRR-02,03.10.05.S,ASR1004,TCSNAZ64
AS3549,MAR,MAR2.ATL2,11.4R8.4,M120,ATLNGAMQ
AS209,PRIV,POR-PRIV-11,6.7.3[Default],ASR9K,PTLDOR61
AS209,PRIV,PIT-PRIV-11,6.7.3[Default],ASR9K,LTDLPAAO
AS209,PBRR,CLS2-PBRR-02,03.10.05.S,ASR1004,CLSPCOMA
AS3549,SDR,SDR3.PHX1,22.4R3-S6.5,MX10004,PHNDAZ91
AS209,PBRR,STC2-PBRR-01,03.10.05.S,ASR1004,STCDMNTO
AS209,AGW,STC2-AGW1,21.2R3-S9.20,MX960,STCDMNTO
AS209,SVCS,KCM-SVCS-10,15.1F6-S6.4,MX480,KSCAMO96
AS209,PCOR,POR-PCOR-01,18.2R3-S8.5,MX960,PTLDOR61
AS3549,CR,HNL1-CR2,15.1F5-S8,MX960,MLUAHIAK
AS209,PRIV,ABQ-PRIV-13,6.7.3[Default],ASR9K,ALBQNMPC
AS209,AGW,TUKW-AGW2,21.2R3-S9.20,MX2010,TKWLWALL
AS3549,VAR,VAR2.MDS2,21.4R3-S8.4,MX960,MDSNWIUQ
AS209,PCOR,DLT-PCOR-03,21.4R3-S8.4,MX10003,DLTHMNAT
AS209,DSL-GW,SLCY-DSL-GW01.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,VIRR,DCX5-VIRR-01,23.4R2-S4.11,VRR,ASBNVAMG
