location_code,short_name,location_name,address,address_2,city,state,postal_code,country,timezone_name,timezone_offset,latitude,longitude,region
TRMNTX93,mdl1,Midland1,3200 LA FORCE BLVD,,MIDLAND,TEXAS,79706,US,CST,-6,31.928894,-102.212532,
VHRNTXAS,vhn1,VanHorn1,144163 I 10,,VAN HORN,TEXAS,79855,US,CENTRAL TIME,-6,31.041607,-104.81176,
CRCHTX93,crc1,CorpusChristi1,606 N CARANCAHUA ST,,CORPUS CHRISTI,TEXAS,78401,US,CENTRAL TIME,-6,27.79545,-97.3974,
CHRMNC72,clt2,Charlotte2,1027 N CHURCH ST,,CHARLOTTE,NORTH CAROLINA,28206,US,EASTERN TIME,-5,35.235439,-80.833817,
JCVLFLUW,jax2,Jacksonville2,5555 CASSIDY RD,,JACKSONVILLE,FLORIDA,32254,US,EASTERN TIME,-5,30.316238,-81.742264,
JCVNFLFV,jax3,Jacksonville3,608 W ADAMS ST,,JACKSONVILLE,FLORIDA,32204,US,EASTERN TIME,-5,30.328911,-81.665237,
JCVLFLNJ,jax4,Jacksonville4,404 N JULIA ST,,JACKSONVILLE,FLORIDA,32202,US,EASTERN TIME,-5,30.330414,-81.661316,
JCVLFLAI,jax5,Jacksonville5,4814 PHILLIPS HWY,,JACKSONVILLE,FLORIDA,32207,US,EASTERN TIME,-5,30.27198,-81.623894,
BKFDCAKT,bfl2,Bakersfield2,1430 TRUXTUN AVE,,BAKERSFIELD,CALIFORNIA,93301,US,PACIFIC TIME,-8,35.37405,-119.017311,
BRTLTX01,brt1,Bartlett1,857 STHWY 95,,BARTLETT,TEXAS,76511,US,CENTRAL TIME,-6,30.787895,-97.428619,
BRSWCACI,bsw2,Barstow2,251 SANDSTONE,,BARSTOW,CALIFORNIA,92311,US,PACIFIC TIME,-8,34.885204,-117.077759,
RCTPOHAC,cle3,Cleveland3,4199 KINROSS LAKES PKWY,,RICHFIELD,OHIO,44286,US,EASTERN TIME,-5,41.223129,-81.637054,
SCHLMIBD,scl1,Schoolcraft1,400 WALNUT ST,,SCHOOLCRAFT,MICHIGAN,45087,US,EASTERN TIME,-5,45.956619,-86.242638,
AUSWTXDM,aus5,Austin5,9230 NEILS THOMPSON DR,,AUSTIN,TEXAS,78758,US,CENTRAL TIME,-6,30.381041,-97.733772,
ALBRNMJW,aqq1,Albuquerque1,104 GOLD AVE SE,,ALBUQUERQUE,NEW MEXICO,87102,US,MOUNTAIN TIME,-7,35.082657,-106.645866,
NYCMNYRP,nyc8,NewYork8,30 ROCKEFELLER PLZ,GE BUILDING,NEW YORK,NEW YORK,10112,US,EASTERN TIME,-5,40.758839,-73.978813,
CLEVOHIB,cle2,Cleveland2,1621 EUCLID AVE,,CLEVELAND,OHIO,44115,US,EASTERN TIME,-5,41.501461,-81.680313,
SCRMCAWC,sac2,Sacramento2,770 L ST,,SACRAMENTO,CALIFORNIA,95814,US,PACIFIC TIME,-8,38.578602,-121.497604,
BFLONYGO,buf2,Buffalo2,325 DELAWARE AVE,FISHER ASSOCIATES,BUFFALO,NEW YORK,14202,US,EASTERN TIME,-5,42.89307,-78.875023,
BFLONYSE,buf3,Buffalo3,101 LASALLE AVE,,BUFFALO,NEW YORK,14214,US,EASTERN TIME,-5,42.94603,-78.826653,
MIAUFLWS,mia2,Miami2,50 NE 9TH ST,,MIAMI,FLORIDA,33132,US,EASTERN TIME,-5,25.782331,-80.193214,
MIASFLTT,mia3,Miami3,36 NE 2ND ST,,MIAMI,FLORIDA,33132,US,EASTERN TIME,-5,25.775829,-80.192947,
MIAMFLLR,mia4,Miami4,100 NE 80TH TER,,MIAMI,FLORIDA,33138,US,EASTERN TIME,-5,25.84844,-80.194702,
TAMQFLBZ,tmp2,Tampa2,5907 HAMPTON OAKS PKWY,,TAMPA,FLORIDA,33610,US,EASTERN TIME,-5,28.00392,-82.35817,
TAMSFLDE,tmp3,Tampa3,655 N FRANKLIN ST,,TAMPA,FLORIDA,33602,US,EASTERN TIME,-5,27.94969,-82.458328,
TAMPFLEM,tmp4,Tampa4,412 E MADISON ST,,TAMPA,FLORIDA,33602,US,EASTERN TIME,-5,27.94908,-82.4571,
BSTPMALL,bos2,Boston2,1 SUMMER ST,,BOSTON,MASSACHUSETTS,2110,US,EASTERN TIME,-5,42.354671,-71.060242,
SNFECALN,sfo2,SanFrancisco2,650 TOWNSEND ST,,SAN FRANCISCO,CALIFORNIA,94103,US,PACIFIC TIME,-8,37.77103,-122.402893,
SNFCCAMM,sfo3,SanFrancisco3,200 PAUL AVE,,SAN FRANCISCO,CALIFORNIA,94124,US,PACIFIC TIME,-8,37.723461,-122.398262,
SNJTCA19,sjo4,SanJose4,534 STOCKTON AVE,,SAN JOSE,CALIFORNIA,95126,US,PACIFIC TIME,-8,37.338451,-121.910179,
SNTDCADZ,sjo5,SanJose5,3045 RAYMOND ST,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.376999,-121.952072,
LSANCARC,lax6,LosAngeles6,624 S GRAND AVE,,LOS ANGELES,CALIFORNIA,90017,US,PACIFIC TIME,-8,34.047909,-118.255524,
LSANCAVA,lax7,LosAngeles7,1200 W 7TH ST,,LOS ANGELES,CALIFORNIA,90017,US,PACIFIC TIME,-8,34.05125,-118.266113,
LSAJCAWZ,lax8,LosAngeles8,530 W 6TH ST,,LOS ANGELES,CALIFORNIA,90014,US,PACIFIC TIME,-8,34.048351,-118.25518,
LSANCAJW,lax9,LosAngeles9,600 W 7TH ST,,LOS ANGELES,CALIFORNIA,90017,US,PACIFIC TIME,-8,34.04734,-118.257469,
THOKCA41,lax10,LosAngeles10,2545 W HILLCREST DR,,THOUSAND OAKS,CALIFORNIA,91320,US,PACIFIC TIME,-8,34.188671,-118.932602,
STLSMOZC,stl2,StLouis2,900 WALNUT ST,,SAINT LOUIS,MISSOURI,63102,US,CENTRAL TIME,-6,38.625069,-90.195381,
BRVWILCU,chi10,Chicago10,2101 ROBERTS DR,,BROADVIEW,ILLINOIS,60155,US,CENTRAL TIME,-6,41.8545,-87.858398,
ASBNVABK,wdc10,Washington10,21711 FILIGREE CT,EQUINIX DC1,ASHBURN,VIRGINIA,20147,US,EASTERN TIME,-5,39.015579,-77.460373,
PLAOTXGP,dal10,Dallas10,2400 DALLAS PKWY,,PLANO,TEXAS,75093,US,CENTRAL TIME,-6,33.03196,-96.828308,
CLMCOHFI,clb6,Columbus6,266 N 5TH ST,,COLUMBUS,OHIO,43215,US,EASTERN TIME,-5,39.96843,-82.995834,
RSTNVAGX,wdc11,Washington11,1881 CAMPUS COMMONS DR,,RESTON,VIRGINIA,20191,US,EASTERN TIME,-5,38.94376,-77.335991,
BHPKFL05,tmp5,Tampa5,500 N WESTSHORE BLVD,,TAMPA,FLORIDA,33609,US,EASTERN TIME,-5,27.94906,-82.524803,
CNCOOHKX,cin2,Cincinnati2,1248 BUDD ST,,CINCINNATI,OHIO,45203,US,EASTERN TIME,-5,39.102982,-84.53875,
CNCOOHRG,cin3,Cincinnati3,1428 W 8TH ST,,CINCINNATI,OHIO,45203,US,EASTERN TIME,-5,39.104721,-84.541351,
CNCNOHFH,cin4,Cincinnati4,105 E 4TH ST,,CINCINNATI,OHIO,45202,US,EASTERN TIME,-5,39.099979,-84.510834,
NRWDOHFH,cin5,Cincinnati5,4030 SMITH RD,,CINCINNATI,OHIO,45209,US,EASTERN TIME,-5,39.150906,-84.445793,
CLMBOHQC,clb3,Columbus3,2545 FARMERS DR,,COLUMBUS,OHIO,43235,US,EASTERN TIME,-5,40.106522,-83.083244,
DNVRCOAR,den3,Denver3,1670 BROADWAY,,DENVER,COLORADO,80202,US,MOUNTAIN TIME,-7,39.742992,-104.986938,
ENWDCONM,den4,Denver4,7807 E PEAKVIEW AVE,,CENTENNIAL,COLORADO,80111,US,MOUNTAIN TIME,-7,39.59964,-104.898277,
STLSMOGZ,stl3,StLouis3,210 N TUCKER BLVD,,SAINT LOUIS,MISSOURI,63101,US,CENTRAL TIME,-6,38.629292,-90.197044,
DSPRMOAG,stl4,StLouis4,12444 POWERSCOURT DR,,SAINT LOUIS,MISSOURI,63131,US,CENTRAL TIME,-6,38.606339,-90.44986,
JCVLFLID,jax6,Jacksonville6,1 INDEPENDENT DR,,JACKSONVILLE,FLORIDA,32202,US,EASTERN TIME,-5,30.32588,-81.658875,
PHNXAZUI,phx4,Phoenix4,2120 N CENTRAL AVE,LEVEL3 POP (BROADWING),PHOENIX,ARIZONA,85004,US,MOUNTAIN TIME,-7,33.471371,-112.074409,
TEMPAZWK,phx7,Phoenix7,2005 E TECHNOLOGY CIR,,TEMPE,ARIZONA,85284,US,MOUNTAIN TIME,-7,33.344822,-111.900536,
PHNBAZAP,phx2,Phoenix2,17 E VIRGINIA AVE,L3 POP (WILLIAMS COMM),PHOENIX,ARIZONA,85004,US,MOUNTAIN TIME,-7,33.476372,-112.072693,
PHNXAZ19,phx5,Phoenix5,120 E VAN BUREN ST,,PHOENIX,ARIZONA,85004,US,MOUNTAIN TIME,-7,33.451889,-112.071899,
SCDNAZBK,phx6,Phoenix6,15333 N PIMA RD,,SCOTTSDALE,ARIZONA,85260,US,MOUNTAIN TIME,-7,33.625149,-111.889183,
BLTPMDHM,bal2,Baltimore2,122 S EDEN ST,,BALTIMORE,MARYLAND,21231,US,EASTERN TIME,-5,39.289322,-76.598854,
NYCMNYCZ,nyc9,NewYork9,25 BROADWAY,,NEW YORK,NEW YORK,10004,US,EASTERN TIME,-5,40.705738,-74.013603,
NYCMNYQO,nyc10,NewYork10,325 HUDSON ST,,NEW YORK,NEW YORK,10013,US,EASTERN TIME,-5,40.726849,-74.007584,
NYCNNYDB,nyc11,NewYork11,32 OLD SLIP,,NEW YORK,NEW YORK,10005,US,EASTERN TIME,-5,40.7038,-74.008163,
CMBRMAAW,bos3,Boston3,1 MAIN ST,,CAMBRIDGE,MASSACHUSETTS,2142,US,EASTERN TIME,-5,42.362251,-71.080299,
PHLAPA45,phi2,Philadelphia2,3020 MARKET ST,,PHILADELPHIA,PENNSYLVANIA,19104,US,EASTERN TIME,-5,39.954578,-75.184799,
PHLAPALU,phi3,Philadelphia3,2401 LOCUST ST,,PHILADELPHIA,PENNSYLVANIA,19103,US,EASTERN TIME,-5,39.950329,-75.180023,
PHLAPAKK,phi4,Philadelphia4,701 MARKET ST,,PHILADELPHIA,PENNSYLVANIA,19106,US,EASTERN TIME,-5,39.95108,-75.15197,
STTLWAHN,sea6,Seattle6,1511 6TH AVE,,SEATTLE,WASHINGTON,98101,US,PACIFIC TIME,-8,47.611469,-122.335083,
NRTWPAFQ,phi5,Philadelphia5,1000 FORGE AVE,,NORRISTOWN,PENNSYLVANIA,19403,US,EASTERN TIME,-5,40.12709,-75.408829,
MIANFLHW,mia5,Miami5,200 SE 1ST ST,,MIAMI,FLORIDA,33131,US,EASTERN TIME,-5,25.773085,-80.189774,
MIAMFL98,mia6,Miami6,100 BISCAYNE BLVD,NEW WORLD TOWER,MIAMI,FLORIDA,33132,US,EASTERN TIME,-5,25.77556,-80.18811,
MIAMFLDI,mia7,Miami7,701 BRICKELL AVE,,MIAMI,FLORIDA,33131,US,EASTERN TIME,-5,25.766951,-80.189209,
SNJSCAJN,sjo6,SanJose6,55 S MARKET ST,,SAN JOSE,CALIFORNIA,95113,US,PACIFIC TIME,-8,37.334141,-121.891647,
SNJTCAPU,sjo7,SanJose7,1741 TECHNOLOGY DR,,SAN JOSE,CALIFORNIA,95110,US,PACIFIC TIME,-8,37.367229,-121.919884,
HYWRCAMT,oak2,Oakland2,23965 CONNECTICUT ST,,HAYWARD,CALIFORNIA,94545,US,PACIFIC TIME,-8,37.63847,-122.129951,
MPLSMNCD,min2,Minneapolis2,511 11TH AVE S,,MINNEAPOLIS,MINNESOTA,55415,US,CENTRAL TIME,-6,44.97139,-93.254707,
MPLSMNPJ,min3,Minneapolis3,222 S 9TH ST,,MINNEAPOLIS,MINNESOTA,55402,US,CENTRAL TIME,-6,44.973709,-93.270012,
HRNDVAHY,wdc12,Washington12,520 VAN BUREN ST,,HERNDON,VIRGINIA,20170,US,EASTERN TIME,-5,38.964951,-77.38298,
WASHDC29,wdc13,Washington13,1220 L ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,20005,US,EASTERN TIME,-5,38.903381,-77.029129,
VINNVA05,wdc14,Washington14,7990 SCIENCE APPLICATIONS CT,,VIENNA,VIRGINIA,22182,US,EASTERN TIME,-5,38.908649,-77.21991,
WASHDCRK,wdc15,Washington15,1120 VERMONT AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,20005,US,EASTERN TIME,-5,38.904819,-77.033005,
CLMAMDCG,bal3,Baltimore3,7151 COLUMBIA GATEWAY DR,,COLUMBIA,MARYLAND,21046,US,EST,-5,39.179508,-76.8069,
IRVNCAKY,tus2,Tustin2,18300 VON KARMAN AVE,,IRVINE,CALIFORNIA,92612,US,PACIFIC TIME,-8,33.676998,-117.85096,
SNDGCAJW,sdg2,SanDiego2,9725 SCRANTON RD,SAN DIEGO TECH CENTER,SAN DIEGO,CALIFORNIA,92121,US,PACIFIC TIME,-8,32.897167,-117.202782,
SNDICAXP,sdg3,SanDiego3,8923 COMPLEX DR,LEVEL3 (OLD WILLIAMS),SAN DIEGO,CALIFORNIA,92123,US,PACIFIC TIME,-8,32.830021,-117.135208,
SCCSNJ69,nwr2,Newark2,275 HARTZ WAY,,SECAUCUS,NEW JERSEY,7094,US,EASTERN TIME,-5,40.777351,-74.075668,
EDSNNJTH,nwr3,Newark3,333 THORNALL ST,,EDISON,NEW JERSEY,8837,US,EASTERN TIME,-5,40.560188,-74.334641,
NYCMNYPW,nyc12,NewYork12,1 PENN PLZ,,NEW YORK,NEW YORK,10119,US,EASTERN TIME,-5,40.751736,-73.992455,
BLTSMDDU,bal4,Baltimore4,202 N CHARLES ST,,BALTIMORE,MARYLAND,21201,US,EST,-5,39.291023,-76.615204,
KSCBMOVS,kac2,KansasCity2,1212 E 19TH ST,,KANSAS CITY,MISSOURI,64108,US,CENTRAL TIME,-6,39.090481,-94.568268,
KSCYMOAV,kac3,KansasCity3,1102 GRAND BLVD,,KANSAS CITY,MISSOURI,64106,US,CENTRAL TIME,-6,39.100815,-94.580887,
TOLEOH11,tol1,Toledo1,6285 AMERICAN RD,,TOLEDO,OHIO,43612,US,EASTERN TIME,-5,41.729836,-83.519852,
AKRNOHAT,akn4,Akron4,520 S MAIN ST,BUILDING 24,AKRON,OHIO,44311,US,EASTERN TIME,-5,41.072239,-81.525101,
DYTNOHVY,day1,Dayton1,512 N MIAMI AVE,,DAYTON,OHIO,45449,US,EASTERN TIME,-5,39.674507,-84.25975,
DYTNOHIB,day2,Dayton2,130 W 2ND ST,,DAYTON,OHIO,45402,US,EASTERN TIME,-5,39.760132,-84.194778,
GAHGOH01,cle5,Cleveland5,15467 NEO PKWY,,CLEVELAND,OHIO,44128,US,EASTERN TIME,-5,41.430408,-81.573158,
HDTPOH01,cle6,Cleveland6,1290 E HINES HILL RD,,HUDSON,OHIO,44236,US,EASTERN TIME,-5,41.255779,-81.466721,
BOISID96,boi1,Boise1,435 W MCGREGOR DR,,BOISE,IDAHO,83705,US,PACIFIC TIME,-8,43.566277,-116.184319,
BOIUIDJA,boi2,Boise2,426 S 10TH ST,,BOISE,IDAHO,83702,US,MOUNTAIN TIME,-7,43.61338,-116.208618,
FTPRFLFC,psl1,PortStLucie1,353 FLORIDA AVE,,FORT PIERCE,FLORIDA,34950,US,EASTERN TIME,-5,27.440639,-80.325439,
MLBRFL07,mlb1,Melbourne1,1108 LINE ST,,MELBOURNE,FLORIDA,32901,US,EASTERN TIME,-5,28.071432,-80.602585,
TAMRFLPI,tmp6,Tampa6,1700 N 25TH ST,,TAMPA,FLORIDA,33605,US,EASTERN TIME,-5,27.95974,-82.431343,
MDLYFLCX,mia8,Miami8,10280 NW SOUTH RIVER DR,,MEDLEY,FLORIDA,33178,US,EASTERN TIME,-5,25.867409,-80.341667,
WPBIFLNG,fll2,FtLauderdale2,515 HAMPTON RD,,WEST PALM BEACH,FLORIDA,33405,US,EASTERN TIME,-5,26.684179,-80.05645,
MPTPKSAE,wch2,Wichita2,1551 13TH AVE,,MCPHERSON,KANSAS,67460,US,CENTRAL TIME,-6,38.398663,-97.6856,
SHNDILCI,chi11,Chicago11,200 E 166TH ST,,SOUTH HOLLAND,ILLINOIS,60473,US,CENTRAL TIME,-6,41.594269,-87.611374,
FTWPTXWC,ftw3,FortWorth3,1101 E 9TH ST,,FORT WORTH,TEXAS,76102,US,CENTRAL TIME,-6,32.755501,-97.321609,
HSTNTXTZ,hou6,Houston6,293 N MAIN ST,,HOUSTON,TEXAS,77002,US,CENTRAL TIME,-6,29.768473,-95.358467,
CLPKGAEU,atl9,Atlanta9,4311 BEST RD,,COLLEGE PARK,GEORGIA,30337,US,EASTERN TIME,-5,33.63784,-84.458633,
OCALFLRA,ocf1,Ocala1,30121 SW 59TH ST,,OCALA,FLORIDA,34474,US,EASTERN TIME,-5,29.128395,-82.221733,
LKWLFL04,lkw1,LakeWales1,212 ALTURAS-BABSON CUTOFF RD,,LAKE WALES,FLORIDA,33853,US,EASTERN TIME,-5,27.84771,-81.58828,
TPKAKSLB,top1,Topeka1,501 SE ADAMS ST,,TOPEKA,KANSAS,66607,US,CENTRAL TIME,-6,39.051163,-95.666168,
SMNTTXAG,hou7,Houston7,35612 FM 1093 RD,,SIMONTON,TEXAS,77485,US,CENTRAL TIME,-6,29.679806,-95.979568,
MACNGATP,mcn1,Macon1,8721 THOMASTON RD,,MACON,GEORGIA,31220,US,EASTERN TIME,-5,32.865028,-83.854782,
ALBYGALG,aby1,AlbanyGA1,1208 EVELYN AVE,,ALBANY,GEORGIA,31705,US,EASTERN TIME,-5,31.59617,-84.124718,
MDVITX04,mdv1,Madisonville1,4641 I-45 S,,MADISONVILLE,TEXAS,77864,US,CENTRAL TIME,-6,30.929976,-95.82473,
SFLDMIMK,det7,Detroit7,23800 W 10 MILE RD,,SOUTHFIELD,MICHIGAN,48033,US,EASTERN TIME,-5,42.4729,-83.277512,
HSTNTXYA,hou8,Houston8,5959 CORPORATE DR,,HOUSTON,TEXAS,77036,US,CENTRAL TIME,-6,29.713591,-95.550171,
BTRHLADG,btr4,BatonRouge4,6300 CORPORATE BLVD,,BATON ROUGE,LOUISIANA,70809,US,CENTRAL TIME,-6,30.42392,-91.124611,
SNQLWAAM,sea7,Seattle7,34931 SE DOUGLAS ST,T-MOBILE NOC,SNOQUALMIE,WASHINGTON,98065,US,PACIFIC TIME,-8,47.526421,-121.873978,
BOTHWAAK,sea8,Seattle8,19807 N CREEK PKWY,,BOTHELL,WASHINGTON,98011,US,PACIFIC TIME,-8,47.772491,-122.188263,
WSCRCAKE,sac3,Sacramento3,840 RIVERSIDE PKWY,,WEST SACRAMENTO,CALIFORNIA,95605,US,PACIFIC TIME,-8,38.590351,-121.565353,
CNCRCALZ,oak3,Oakland3,2380 BISSO LN,,CONCORD,CALIFORNIA,94520,US,PACIFIC TIME,-8,37.98373,-122.045242,
OKLDCAMP,oak4,Oakland4,1330 BROADWAY,,OAKLAND,CALIFORNIA,94612,US,PACIFIC TIME,-8,37.803902,-122.270798,
OKLECAZV,oak5,Oakland5,720 2ND ST,,OAKLAND,CALIFORNIA,94607,US,PACIFIC TIME,-8,37.79903,-122.282822,
SCRNCANK,sac4,Sacramento4,1005 N B ST,,SACRAMENTO,CALIFORNIA,95811,US,PACIFIC TIME,-8,38.591431,-121.487823,
VNTRCAGI,vta1,Ventura1,1667 WALTER ST,,VENTURA,CALIFORNIA,93003,US,PACIFIC TIME,-8,34.25761,-119.240089,
SIMICAPH,lax11,LosAngeles11,4585 RUNWAY ST,,SIMI VALLEY,CALIFORNIA,93063,US,PACIFIC TIME,-8,34.270359,-118.704483,
BRBNCAOB,lax12,LosAngeles12,4525 W VALERIO ST,,BURBANK,CALIFORNIA,91505,US,PACIFIC TIME,-8,34.205219,-118.361565,
TRNECAGB,lax13,LosAngeles13,1855 WESTERN WAY,,TORRANCE,CALIFORNIA,90501,US,PACIFIC TIME,-8,33.850449,-118.312889,
IRVECA62,tus3,Tustin3,2008 MCGAW AVE,,IRVINE,CALIFORNIA,92614,US,PACIFIC TIME,-8,33.692333,-117.844406,
SNDGCADV,sdg4,SanDiego4,9850 DISTRIBUTION AVE,T-MOBILE ONLY,SAN DIEGO,CALIFORNIA,92121,US,PACIFIC TIME,-8,32.886971,-117.164268,
ESCNCAKY,esc2,Escondido2,1441 MONTIEL RD,,ESCONDIDO,CALIFORNIA,92026,US,PACIFIC TIME,-8,33.129189,-117.11232,
ESCNCAHI,esc1,Escondido1,25480 N CENTRE CITY PKWY,,ESCONDIDO,CALIFORNIA,92026,US,PACIFIC TIME,-8,33.173649,-117.110413,
RVSDCAYA,rsd1,Riverside1,1550 MARLBOROUGH AVE,,RIVERSIDE,CALIFORNIA,92507,US,PACIFIC TIME,-8,33.996971,-117.345673,
SNBRCATC,sbo1,SanBernadino1,5705 N INDUSTRIAL PKWY,,SAN BERNARDINO,CALIFORNIA,92407,US,PACIFIC TIME,-8,34.1852,-117.358627,
FRSMCA15,frs1,Fresno1,305 W NAPA AVE,,FRESNO,CALIFORNIA,93706,US,PACIFIC TIME,-8,36.747452,-119.815292,
FRSOCAYM,frs2,Fresno2,5525 N GOLDEN STATE BLVD,,FRESNO,CALIFORNIA,93722,US,PACIFIC TIME,-8,36.816158,-119.889603,
MRCDCAIJ,fer1,Fergus1,2236 FRANKLIN RD,,MERCED,CALIFORNIA,95341,US,PACIFIC TIME,-8,37.319706,-120.541008,
MDSTCAQZ,mod1,Modesto1,1224 13TH ST,,MODESTO,CALIFORNIA,95354,US,PACIFIC TIME,-8,37.644867,-121.000046,
PPLNNEBN,oma3,Omaha3,1413 S WASHINGTON ST,,PAPILLION,NEBRASKA,68046,US,CENTRAL TIME,-6,41.138039,-96.042198,
HSTDTXBG,hou9,Houston9,4660 N SAM HOUSTON PKWY E,,HOUSTON,TEXAS,77032,US,CENTRAL TIME,-6,29.938257,-95.320244,
AUSZTXSC,aus6,Austin6,4401 FREIDRICH LN,BUILDING 2,AUSTIN,TEXAS,78744,US,CENTRAL TIME,-6,30.21011,-97.749359,
FRSDTXAR,dal11,Dallas11,7668 WARREN PKWY,,FRISCO,TEXAS,75034,US,CENTRAL TIME,-6,33.108299,-96.818085,
DLLTTX01,dal12,Dallas12,11830 WEBB CHAPEL RD,BUILDING 5000,DALLAS,TEXAS,75234,US,CENTRAL TIME,-6,32.911488,-96.870628,
NSVNTNJY,nvl2,Nashville2,2208 9TH AVE N,,NASHVILLE,TENNESSEE,37208,US,CENTRAL TIME,-6,36.188759,-86.803543,
NSVMTNKH,nvl3,Nashville3,3800 EZELL RD,,NASHVILLE,TENNESSEE,37211,US,CENTRAL TIME,-6,36.071812,-86.692902,
BRHOALOH,bir1,Birmingham1,401 6TH ST S,LEVEL 3 POP,BIRMINGHAM,ALABAMA,35233,US,CENTRAL TIME,-6,33.499809,-86.82122,
BRHMALHR,bir2,Birmingham2,950 22ND ST N,,BIRMINGHAM,ALABAMA,35203,US,CENTRAL TIME,-6,33.52486,-86.809082,
TAMQFLFZ,tmp7,Tampa7,6902 CYPRESS PARK DR,,TAMPA,FLORIDA,33634,US,EASTERN TIME,-5,28.011499,-82.539101,
MRMRFL09,mia9,Miami9,9954 PREMIER PKWY,,MIRAMAR,FLORIDA,33025,US,EASTERN TIME,-5,25.974106,-80.276115,
JCVMFLMN,jax7,Jacksonville7,7025 A C SKINNER PKWY,,JACKSONVILLE,FLORIDA,32256,US,EASTERN TIME,-5,30.249603,-81.576027,
SNSPGACP,atl10,Atlanta10,4 CONCOURSE PKWY,,SANDY SPRINGS,GEORGIA,30328,US,EASTERN TIME,-5,33.916855,-84.353233,
INDPOHEB,cle7,Cleveland7,6200 OAK TREE BLVD,,INDEPENDENCE,OHIO,44131,US,EASTERN TIME,-5,41.393349,-81.661751,
AKRNOHIA,cle8,Cleveland8,1 CASCADE PLZ,,AKRON,OHIO,44308,US,EASTERN TIME,-5,41.082161,-81.519608,
PITBPAWY,pit2,Pittsburgh2,6437 DAHLEM WAY,,PITTSBURGH,PENNSYLVANIA,15206,US,EASTERN TIME,-5,40.460361,-79.915535,
WNRTPAAH,phi6,Philadelphia6,30 S MONTGOMERY AVE,,NORRISTOWN,PENNSYLVANIA,19403,US,EASTERN TIME,-5,40.122459,-75.365845,
PRNYNJ87,nwr4,Newark4,4 SYLVAN WAY,,PARSIPPANY,NEW JERSEY,7054,US,EASTERN TIME,-5,40.848419,-74.44883,
BOHENY02,nyc13,NewYork13,21 KEYLAND CT,,BOHEMIA,NEW YORK,11716,US,EASTERN TIME,-5,40.777199,-73.096352,
BLFDCTAP,hfd2,Hartford2,100 FILLEY ST,,BLOOMFIELD,CONNECTICUT,6002,US,EASTERN TIME,-5,41.851849,-72.715591,
PRVDRINW,prv1,Providence1,235 PROMENADE ST,,PROVIDENCE,RHODE ISLAND,2908,US,EASTERN TIME,-5,41.82856,-71.419662,
EPRVRICJ,prv2,Providence2,50 VISION BLVD,,EAST PROVIDENCE,RHODE ISLAND,2914,US,EASTERN TIME,-5,41.802505,-71.34269,
PRVERIWQ,prv3,Providence3,375 PROMENADE ST,,PROVIDENCE,RHODE ISLAND,2908,US,EASTERN TIME,-5,41.82938,-71.423744,
NRTNMAAA,bos4,Boston4,10 COMMERCE WAY,,NORTON,MASSACHUSETTS,2766,US,EASTERN TIME,-5,41.960262,-71.134926,
ELMNCAFI,lax14,LosAngeles14,10171 RUSH ST,,EL MONTE,CALIFORNIA,91733,US,PACIFIC TIME,-8,34.052368,-118.047607,
LSVGNV15,lvg2,LasVegas2,4275 E SAHARA AVE,,LAS VEGAS,NEVADA,89104,US,PACIFIC TIME,-8,36.144234,-115.081589,
LSVONVIO,lvg3,LasVegas3,4485 E SAHARA AVE,SWITCHNAP 3,LAS VEGAS,NEVADA,89104,US,PACIFIC TIME,-8,36.142796,-115.07737,
NLVGNV19,lvg4,LasVegas4,3040 SIMMONS ST,,N LAS VEGAS,NEVADA,89032,US,PACIFIC TIME,-8,36.214695,-115.178658,
SLKDUTFJ,slc4,SaltLakeCity4,1497 S 700 W,,SALT LAKE CITY,UTAH,84104,US,MOUNTAIN TIME,-7,40.736542,-111.910629,
ELGNILOT,chi12,Chicago12,2455 ALFT LN,,ELGIN,ILLINOIS,60124,US,CENTRAL TIME,-6,42.074711,-88.34034,
CHCGILMF,chi13,Chicago13,8550 W BRYN MAWR AVE,,CHICAGO,ILLINOIS,60631,US,CENTRAL TIME,-6,41.981831,-87.840553,
EAGNMNZO,min4,Minneapolis4,3070 LUNAR LN,,EAGAN,MINNESOTA,55121,US,CENTRAL TIME,-6,44.845501,-93.13208,
IPLUINOI,ind2,Indianapolis2,720 KENTUCKY AVE,IXC POP,INDIANAPOLIS,INDIANA,46225,US,EASTERN TIME,-5,39.758808,-86.171623,
IPLUINWX,ind3,Indianapolis3,6215 MORENCI TRL,,INDIANAPOLIS,INDIANA,46268,US,EASTERN TIME,-5,39.868469,-86.236809,
KSCZMOVR,kac4,KansasCity4,2709 CHERRY ST,,KANSAS CITY,MISSOURI,64108,US,CENTRAL TIME,-6,39.07753,-94.577034,
STLVMOOH,stl5,StLouis5,2004 WESTPORT CENTER DR,,SAINT LOUIS,MISSOURI,63146,US,CENTRAL TIME,-6,38.693405,-90.421753,
DNVRCOII,den5,Denver5,2323 DELGANY ST,,DENVER,COLORADO,80216,US,MOUNTAIN TIME,-7,39.760647,-104.991653,
KSCAMOYS,kac5,KansasCity5,1104 VIRGINIA AVE,,KANSAS CITY,MISSOURI,64106,US,CENTRAL TIME,-6,39.100445,-94.566246,
